42,23.23
44,27.19
59,54.02
61,61.11
19,2.98
22,4.28
23,4.72
36,14.44
80,77.66
89,90.19
21,4.04
52,42.62
62,56.99
66,63.70
69,67.05
79,82.52
92,90.90
98,98.60
13,2.54
32,9.74
51,42.49
60,59.39
70,69.10
81,79.96
83,83.48
90,89.20
5,1.32
6,1.53
11,2.01
34,11.81
96,95.70
16,2.87
65,61.95
91,91.00
71,71.79
88,85.90
99,98.60
1,2.10
15,2.84
25,5.86
29,7.43
50,41.24
55,53.73
56,51.71
64,63.86
2,0.95
8,1.69
20,4.19
39,18.29
67,68.67
73,73.27
87,85.49
49,37.10
54,48.43
74,76.71
77,79.98
17,3.11
33,11.08
38,18.08
40,19.22
93,93.10
94,94.20
12,2.11
53,45.98
58,56.30
84,86.28
63,63.41
75,74.75
82,81.35
3,1.47
27,6.25
43,25.17
48,34.25
10,1.87
26,6.00
35,13.42
37,15.22
45,32.78
85,84.59
7,1.41
14,2.47
18,3.70
28,6.98
9,2.13
47,33.10
97,95.70
76,77.18
86,84.79
95,95.00
24,4.95
46,32.64
57,52.76
72,70.08
4,1.30
30,6.97
31,8.68
78,80.61
41,21.30
68,68.04
